Asset Turnover Ratio,Average return on capital employed 3Years,Book Value,CROIC,Cash Conversion Cycle,Change in promoter holding 3Years,Company,Current Price,Current ratio,Days Payable Outstanding,Debt to equity Ratio,Dividend Yield,EPS,Face Value,Financial leverage,Free cash flow last year,Industry,Industry PE,Intrinsic Value,Inventory turnover ratio,Market Cap,Piotroski score,Price to Earning,Price to Earnings To Growth,Price to Free Cash Flow,Price to Sales Ratio,Price to book value,Profit after tax last year,Promoter holding,Quick ratio,ROCE,ROE,Receivables to Sales Ratio,Reserves,Return on assets,Return on assets 3years,Sales Growth (3Yrs),Sector,Stock P/E,Unpledged promoter holding,Volume,debt to Free cash flow,debt to Reserves Ratio
1.57,2.04,0.50,-16.71,188.11,0.32,Adarsh Plant Protect Ltd,3.09,2.08,16.75,11.14,0.00,-0.99,10.00,12.14,-0.55, Industry: Pumps,14.05,,3.94,3.06,4.00,,,-5.56,0.30,6.12,-1.20,44.82,1.14,-9.12,-57.83,0.29,-9.42,-17.11,-5.13,7.28,Sector: Capital Goods-Non Electrical Equipment ,,44.82,11,-39.79,-0.59
0.87,-0.59,-25.70,26.31,-37.21,-0.75,Indosolar Ltd,0.95,0.02,60.57,,0.00,-15.95,10.00,0.65,17.18, Industry: Electric Equipment,21.49,,9.92,35.35,2.00,,,2.06,0.30,,-98.74,56.90,0.01,-9.13,%,0.00,-1328.21,-19.78,-15.34,2.00,Sector: Capital Goods - Electrical Equipment ,,20.11,61502,20.47,-0.25
0.84,-0.85,0.07,-10.71,333.21,-28.32,Sturdy Industries Ltd,0.31,1.34,32.05,202.68,0.00,-1.27,2.00,203.68,0.00, Industry: Aluminium and Aluminium Products,10.21,,5.61,4.69,3.00,,,,0.02,4.38,-21.51,24.53,1.12,-9.27,-71.89,0.70,-31.18,-7.85,-4.46,-22.04,Sector: Non Ferrous Metals ,,5.85,,15.64,-6.96
,,18.54,,,,Transcorp International Ltd,18.20,,,,0.00,,2.00,,, Industry: Travel Agencies,,,,57.85,,,,,,,,,,-9.31,-13.23,,,,,7.03,Sector: Miscellaneous ,,,,,
,,75.39,,,,Balaji Telefilms Ltd,55.30,,,,0.72,,2.00,,, Industry: Entertainment / Electronic Media Software,,,,559.25,,,,,,,,,,-9.36,-7.25,,,,,6.06,Sector: Entertainment ,,,,,
,,1.51,,,,Shiva Cement Ltd,12.07,,,,0.00,,2.00,,, Industry: Cement - South India,,,,235.37,,,,,,,,,,-9.44,-31.59,,,,,-27.49,Sector: Cement ,,,,,
1.08,-7.11,-1.99,1.12,31.00,0.00,Shekhawati Poly-Yarn Ltd,0.25,0.12,1.74,,0.00,-0.27,1.00,-0.41,0.88, Industry: Textiles - Processing,13.15,,33.94,8.62,4.00,,,9.80,0.06,,-13.60,49.97,0.09,-9.50,%,0.08,-103.24,-9.61,-10.48,-25.88,Sector: Textiles ,,33.61,145059,-5.79,-0.94
0.87,-4.68,20.46,-21.44,-34.17,-4.57,Kirloskar Electric Company Ltd,12.50,0.56,129.79,1.43,0.00,-2.78,10.00,2.43,23.03, Industry: Electric Equipment,21.49,,5.68,83.01,3.00,,,3.60,0.28,0.61,-76.83,49.50,0.43,-9.52,-31.88,0.05,69.44,-15.60,-13.74,-10.17,Sector: Capital Goods - Electrical Equipment ,,12.03,14934,10.28,2.79
,,14.19,,,,Creative Eye Ltd,1.61,,,,0.00,,5.00,,, Industry: Entertainment / Electronic Media Software,,,,3.23,,,,,,,,,,-9.54,-10.51,,,,,-20.37,Sector: Entertainment ,,,,,
1.31,25.25,0.46,-250,,-26.71,Stampede Capital Ltd,0.80,1.08,36.82,0.22,0.00,-2.15,1.00,1.22,-18.71, Industry: Finance & Investments,25.64,,,18.32,5.00,,,-0.98,0.12,1.75,-52.94,17.28,1.08,-9.62,-44.91,0.08,-18.17,-27.76,17.47,46.45,Sector: Finance ,,17.28,69006,-0.44,-0.13
,,12.38,,,,Stampede Capital Ltd-DVR,0.60,,,,%,,1.00,,, Industry: Finance & Investments,,,,3.44,,,,,,,,,,-9.62,-44.91,,,,,%,Sector: Finance ,,,,,
0.04,-7.20,-3.24,171,1588,0.00,Premier Ltd,4.00,0.49,116.42,,0.00,-64.73,10.00,-14.22,76.94, Industry: Engineering,14.28,,0.22,12.15,3.00,,,0.16,0.74,,-128.66,44.95,0.41,-9.66,-52.34,1.75,-40.25,-19.52,-15.74,-50.88,Sector: Capital Goods-Non Electrical Equipment ,,6.10,297,5.89,-3.72
0.34,%,-39.85,-7.10,60.56,%,Diligent Media Corporation Ltd,0.55,1.73,57.91,,0.00,-4.90,1.00,-0.74,3.54, Industry: Entertainment / Electronic Media Software,14.08,,13.40,6.47,4.00,,,1.83,0.06,,-98.17,64.60,1.62,-9.67,%,0.28,-480.69,-21.95,-14.88,-0.98,Sector: Media - Print/Television/Radio ,,57.10,16281,-133.87,-1.70
,,287.65,,,,Hindoostan Mills Ltd,238.05,,,,0.00,,10.00,,, Industry: Textile Machinery,,,,39.52,,,,,,,,,,-9.77,-16.30,,,,,2.30,Sector: Textiles ,,,,,
1.19,0.71,39.88,10.01,180.02,1.09,Jagsonpal Pharmaceuticals Ltd,24.40,3.46,24.11,0.04,0.41,2.77,5.00,1.04,-1.58, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,20.44,,2.55,63.92,3.00,8.87,,-40.46,0.38,0.61,-11.55,70.26,2.30,-9.79,-11.11,0.16,91.37,-10.30,-2.88,-2.89,Sector: Pharmaceuticals ,8.87,70.26,3800,0.25,0.04
,,-40.23,,,,IVRCL Ltd,0.70,,,,0.00,,2.00,,, Industry: Construction,,,,54.80,,,,,,,,,,-9.84,%,,,,,-23.18,Sector: Infrastructure Developers & Operators ,,,,,
,,82.37,,,,Tree House Education & Accessories Ltd,5.30,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,22.43,,,,,,,,,,-9.86,-10.58,,,,,-67.69,Sector: Education ,,,,,
0.03,1.19,20.65,-1.29,125.66,0.00,Noida Toll Bridge Company Ltd,3.60,0.27,48.02,0.05,0.00,-1.93,10.00,1.05,-6.39, Industry: Construction,6.50,,20.10,67.03,2.00,,,-10.49,3.29,0.17,-57.79,26.37,0.26,-9.89,-12.86,0.44,198.27,-10.92,2.32,-49.04,Sector: Infrastructure Developers & Operators ,,26.37,20104,1.00,0.09
2.48,-5.40,54.32,27.22,65.37,-4.30,ABC India Ltd,58.50,1.40,17.34,0.41,0.00,10.61,10.00,1.41,12.48, Industry: Miscellaneous,17.35,2249,189.67,31.69,4.00,6.36,13.25,2.53,0.18,1.08,-8.40,60.05,1.39,-9.98,-35.95,0.32,24.02,-15.60,-11.37,-8.07,Sector: Logistics ,6.36,22.65,3005,1.29,0.50
,,10.04,,,,Brady & Morris Engineering Company Ltd,40.75,,,,0.00,,10.00,,, Industry: Engineering,,,,9.17,,,,,,,,,,-10.00,-646,,,,,-9.48,Sector: Capital Goods-Non Electrical Equipment ,4.43,,,,
1.07,-6.00,-17.14,-2.15,-161.64,0.00,Tarai Foods Ltd,3.08,1.21,208.33,,0.00,18.67,10.00,-0.15,-0.03, Industry: Food - Processing - Indian,22.68,,7.93,5.46,3.00,,,-181.72,2.28,,-0.21,46.59,1.06,-10.19,%,0.01,-45.73,-9.77,-4.84,0.63,Sector: FMCG ,,46.59,970,1742,-0.76
0.00,-18.92,0.70,8860,,0.00,Pan India Corporation Ltd,0.19,0.00,0.00,0.00,0.00,-0.25,10.00,1.00,-0.03, Industry: Finance & Investments,25.64,,,4.07,3.00,,,-135.66,,0.27,-2.11,45.51,0.00,-10.31,-10.31,,-199.28,-9.07,-16.63,%,Sector: Finance ,,45.51,2800,0.00,0.00
0.22,-17.60,-33.41,-8.84,-289.12,0.00,Trident Tools Ltd,9.70,0.06,459.98,,0.00,-0.08,10.00,-0.71,0.20, Industry: Trading,53.61,,2.08,13.62,5.00,,,67.90,,,-9.08,75.00,0.02,-10.32,%,0.03,-60.95,-20.90,-24.47,-47.08,Sector: Trading ,,75.00,,17.29,-1.32
0.77,-0.56,2.87,-5.34,-57.39,4.73,Simbhaoli Sugars Ltd,6.70,0.30,207.49,0.56,0.00,-12.52,10.00,1.56,-52.15, Industry: Sugar,10.98,,2.42,27.66,2.00,,,-0.53,0.03,2.33,-170.85,53.34,0.07,-10.33,-102,0.06,-29.43,-13.91,-9.28,350,Sector: Sugar ,,37.27,9151,0.13,-0.23
,,-167.04,,,,Dion Global Solutions Ltd,3.40,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,10.96,,,,,,,,,,-10.46,%,,,,,-7.22,Sector: IT - Software ,,,,,
,,64.95,,,,Brooks Laboratories Ltd,42.35,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Bulk Drugs & Formln,,,,68.56,,,,,,,,,,-10.62,-11.38,,,,,-13.21,Sector: Pharmaceuticals ,,,,,
,,5.98,,,,Digjam Ltd,1.50,,,,0.00,,10.00,,, Industry: Textiles - Products,,,,13.14,,,,,,,,,,-10.66,-37.25,,,,,-24.01,Sector: Textiles ,,,,,
0.63,-5.85,7.99,35.05,229.14,4.90,Tijaria Polypipes Ltd,11.30,1.32,50.44,2.53,0.00,2.39,10.00,3.53,-5.12, Industry: Plastics Products,16.13,4.21,2.77,30.20,3.00,4.86,0.11,-5.89,0.20,1.41,-19.08,62.57,1.16,-10.73,-42.51,0.88,-5.37,-17.18,-12.75,-16.35,Sector: Plastic products ,4.86,36.05,7112,7.37,-10.08
2.00,36.93,-38.65,7.27,97.26,-17.32,Sanathnagar Enterprises Ltd,8.90,0.08,126.83,,0.00,-3.68,10.00,-0.31,25.15, Industry: Construction,20.17,,1.40,2.80,2.00,,,0.11,4.06,,-1.72,75.00,0.03,-10.76,%,0.10,-15.31,-13.12,6.49,-41.85,Sector: Construction ,,75.00,,0.31,-1.04
,,1.41,,,,Picturehouse Media Ltd,1.90,,,,0.00,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,9.93,,,,,,,,,,-10.82,-156,,,,,-18.42,Sector: Entertainment ,,,,,
,,9.27,,,,Dr Habeebullah Life Sciences Ltd,45.30,,,,0.00,,10.00,,, Industry: Trading,,,,62.55,,,,,,,,,,-10.91,-10.91,,,,,-46.15,Sector: Trading ,,,,,
,,1.03,,,,Rajkamal Synthetics Ltd,4.96,,,,0.00,,10.00,,, Industry: Textiles - Processing,,,,3.22,,,,,,,,,,-10.95,-11.52,,,,,%,Sector: Textiles ,,,,,
,,52.51,,,,TGB Banquets & Hotels Ltd,4.65,,,,0.00,,10.00,,, Industry: Hotels,,,,13.62,,,,,,,,,,-10.96,-8.62,,,,,-5.27,Sector: Hotels & Restaurants ,,,,,
,,-39.06,,,,Gajra Bevel Gears Ltd,0.46,,,,0.00,,10.00,,, Industry: Auto Ancillaries,,,,0.43,,,,,,,,,,-10.98,%,,,,,%,Sector: Auto Ancillaries ,,,,,
0.13,-11.74,49.26,-38.30,1055,-12.29,Kernex Microsystems (India) Ltd,26.50,1.47,102.83,0.22,0.00,-16.53,10.00,1.22,2.33, Industry: Electronics - Components,15.85,,1.32,33.12,7.00,,,14.22,4.43,0.54,-14.41,27.41,1.35,-10.98,-16.20,1.15,49.07,-12.63,-13.94,-13.05,Sector: Electronics ,,27.41,4461,-105.79,0.27
,,1.01,,,,Bil Energy System Ltd,3.05,,,,0.00,,1.00,,, Industry: Steel - Medium / Small,,,,64.48,,,,,,,,,,-11.08,-63.32,,,,,-23.99,Sector: Steel ,7.06,,,,
,,-23.26,,,,Kakatiya Textiles Ltd,3.55,,,,0.00,,10.00,,, Industry: Textiles - Cotton/Blended,,,,2.06,,,,,,,,,,-11.14,%,,,,,51.16,Sector: Textiles ,,,,,
,,8.57,,,,Arunjyoti Bio Ventures Ltd,9.20,,,,0.00,,10.00,,, Industry: Trading,,,,1.90,,,,,,,,,,-11.27,-13.51,,,,,%,Sector: Trading ,47.50,,,,
,,65.63,,,,United Van Der Horst Ltd,22.00,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,8.80,,,,,,,,,,-11.31,-2.57,,,,,-9.96,Sector: Miscellaneous ,,,,,
0.00,-3.51,0.83,0.27,,-0.74,Sun Techno Overseas Ltd,0.19,11.08,0.00,0.01,0.00,0.00,1.00,1.01,-13.65, Industry: Finance & Investments,25.64,0.00,,12.40,4.00,413.33,3.47,-0.91,13.05,0.23,-6.56,0.00,11.08,-11.32,-11.40,63.91,-10.97,-11.32,-3.85,%,Sector: Finance ,413.33,0.00,4,-0.21,-0.06
0.87,%,10.76,5.19,150.14,-8.91,Shalimar Wires Industries Ltd,10.16,1.67,52.98,1.77,0.00,-1.20,2.00,2.77,237.35, Industry: Mining / Minerals / Metals,14.29,,4.04,43.44,4.00,,,0.18,0.38,0.94,-11.02,65.08,1.07,-11.35,%,0.29,37.44,-30.92,656,3.72,Sector: Non Ferrous Metals ,,0.00,745,1.02,2.18
,,19.34,,,,Mayur Leather Products Ltd,8.85,,,,0.00,,10.00,,, Industry: Leather / Leather Products,,,,4.27,,,,,,,,,,-11.36,-24.43,,,,,-13.67,Sector: Leather ,,,,,
1.97,-7.82,13.70,-99.54,64.62,0.00,Spice Islands Apparels Ltd,20.70,1.36,19.94,0.54,0.00,-9.14,10.00,1.54,-3.80, Industry: Textiles - Products,10.40,,30.82,8.90,4.00,,,-2.34,0.52,1.51,-2.10,62.34,1.18,-11.46,-20.05,0.08,1.59,-14.86,-10.08,6.13,Sector: Readymade Garments/ Apparells ,,62.34,,-1.57,2.01
2.03,-5.82,-0.98,-3.92,94.70,0.00,Asahi Industries Ltd,3.14,6.41,2.70,,0.00,-1.34,1.00,-9.63,83.52, Industry: Textiles - Cotton/Blended,10.27,,28.91,20.85,4.00,,,0.25,0.78,,-10.35,48.50,5.72,-11.48,%,0.21,-13.17,-10.57,-6.01,-38.23,Sector: Textiles ,,48.50,,2.46,-5.26
-0.05,-3.34,19.86,8.36,,4.01,Mehta Securities Ltd,12.65,0.02,7181,0.00,0.00,0.00,10.00,1.00,-0.97, Industry: Finance & Investments,25.64,,,3.91,4.00,,,-4.04,-13.03,0.64,-0.74,71.04,0.02,-11.52,-11.37,0.00,3.05,-11.36,-4.42,-35.73,Sector: Finance ,,71.04,5,0.00,0.00
,,-3.96,,,,Satra Properties (India) Ltd,0.79,,,,0.00,,2.00,,, Industry: Construction,,,,14.09,,,,,,,,,,-11.59,%,,,,,60.21,Sector: Realty ,,,,,
,,18.98,,,,Hipolin Ltd,27.00,,,,0.00,,10.00,,, Industry: Detergents / Intermediates,,,,8.45,,,,,,,,,,-11.61,-13.45,,,,,-6.54,Sector: FMCG ,,,,,
1.62,-8.08,-53.23,3.85,66.09,0.01,Aplab Ltd,10.85,0.37,71.91,,0.00,11.27,10.00,-1.63,-28.61, Industry: Electronics - Components,15.85,,4.78,5.43,4.00,,,-0.19,0.10,,-15.87,58.97,0.25,-11.74,%,0.31,-31.64,-23.44,-21.13,-6.30,Sector: Electronics ,,57.77,170,-7.05,-2.22
0.00,-12.35,5.39,733,,0.00,Indian Bright Steel Company Ltd,18.65,0.67,0.00,0.15,0.00,-1.57,10.00,1.15,0.64, Industry: Steel - Medium / Small,12.05,,,1.87,4.00,,,2.91,,3.46,-0.11,35.56,0.67,-12.05,-14.67,,-0.46,-13.17,-12.80,%,Sector: Steel ,,35.56,2,0.60,-0.17
1.17,-6.58,21.80,-11.98,53.41,%,Sanghvi Brands Ltd,22.70,5.95,17.26,0.00,0.00,0.00,10.00,1.00,-4.79, Industry: Miscellaneous,15.69,,9.97,23.64,3.00,,,-4.93,0.89,1.04,-2.28,52.80,5.16,-12.16,-14.75,0.10,12.28,-14.54,-7.60,41.85,Sector: Miscellaneous ,,52.80,3666,0.00,0.00
,,56.43,,,,Opal Luxury Time Products Ltd,88.25,,,,0.00,,10.00,,, Industry: Miscellaneous,,,,29.65,,,,,,,,,,-12.27,-30.07,,,,,-21.98,Sector: Consumer Durables ,,,,,
,,-0.23,,,,Syncom Healthcare Ltd,1.45,,,,0.00,,10.00,,, Industry: Pharmaceuticals - Indian - Formulations,,,,5.80,,,,,,,,,,-12.28,-20.18,,,,,-12.35,Sector: Pharmaceuticals ,,,,,
0.00,-8.49,91.68,-6.99,21577,0.00,Sahara One Media and Entertainment Ltd,18.00,2.97,525.55,0.00,0.00,-2.74,10.00,1.00,54.74, Industry: Entertainment / Electronic Media Software,26.24,,0.48,38.75,4.00,,,0.71,113.97,0.20,-27.26,74.99,2.97,-12.56,-12.57,43.93,175.83,-12.54,-8.49,-77.50,Sector: Entertainment ,,74.99,523,0.00,0.00
2.10,2.41,23.86,-62.72,139.80,%,Prabhat Telecoms (India) Ltd,426.40,0.92,21.20,3.86,0.00,-3.32,10.00,4.86,-23.87, Industry: Telecommunications - Equipment,30.70,,5.73,456.51,2.00,,,-19.11,3.75,17.87,-19.65,69.82,0.78,-12.56,-51.87,0.18,14.83,-15.05,-4.19,-2.95,Sector: Telecom-Handsets/Mobile ,,69.82,2638,-25.01,6.64
2.36,7.42,7.17,443,90.78,0.00,Hemang Resources Ltd,6.17,0.96,159.23,4.33,0.00,-8.72,10.00,5.33,8.34, Industry: Trading,53.61,,5.12,8.14,3.00,,,0.98,0.22,0.86,-11.96,63.66,0.79,-12.64,-43.56,0.40,-3.74,-19.47,-6.32,-41.49,Sector: Trading ,,63.66,257,8.23,-10.96
,,-1142.80,,,,Raja Bahadur International Ltd,1560,,,,0.00,,100.00,,, Industry: Construction,,,,39.00,,,,,,,,,,-12.73,%,,,,,-36.11,Sector: Realty ,,,,,
,,-1.23,,,,Birla Cotsyn India Ltd,0.08,,,,0.00,,1.00,,, Industry: Textiles - Cotton/Blended,,,,21.49,,,,,,,,,,-12.80,%,,,,,-2.82,Sector: Textiles ,,,,,
,,-21.40,,,,TechNVision Ventures Ltd,135.00,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,84.78,,,,,,,,,,-12.89,-13.90,,,,,14.00,Sector: IT - Software ,,,,,
0.90,-0.85,53.13,-25.30,99.52,-9.78,Shalimar Paints Ltd,75.35,1.11,142.36,0.50,0.00,-22.66,2.00,1.50,21.80, Industry: Paints / Varnishes,48.70,,3.26,409.15,3.00,,,18.77,1.42,1.42,-45.46,52.52,0.83,-12.92,-31.59,0.37,277.77,-13.95,-4.90,-13.27,Sector: Paints/Varnish ,,52.52,12812,5.78,0.52
,,4.78,,,,Sri Ramakrishna Mills (Coimbatore) Ltd,13.60,,,,0.00,,10.00,,, Industry: Textiles - Cotton/Blended,,,,9.68,,,,,,,,,,-12.96,-158,,,,,-6.41,Sector: Textiles ,2.65,,,,
0.68,-0.29,5.25,-24.77,243.86,-1.96,Rathi Graphic Technologies Ltd,1.87,5.19,13.17,2.20,0.00,0.00,10.00,3.20,-1.01, Industry: Packaging,8.45,,5.67,3.08,3.00,,,-3.04,0.16,0.36,-47.94,58.66,4.81,-12.98,-147,0.57,-7.80,-93.49,-36.34,-66.22,Sector: Packaging ,,54.54,2715,9.87,-2.44
0.72,-4.91,27.49,-0.93,188.24,0.05,Ravikumar Distilleries Ltd,7.40,1.51,41.73,0.47,0.00,1.56,10.00,1.47,0.97, Industry: Breweries & Distilleries,11.35,,3.58,17.76,6.00,,,18.31,0.21,0.27,-14.47,23.60,1.20,-13.01,-22.72,0.42,41.98,-13.34,-7.01,16.11,Sector: Alcoholic Beverages ,,22.99,5536,-108.92,0.74
,,-154.52,,,,Mahanagar Telephone Nigam Ltd,7.90,,,,0.00,,10.00,,, Industry: Telecommunications - Service Provider,,,,497.70,,,,,,,,,,-13.02,%,,,,,-11.29,Sector: Telecomm-Service ,,,,,
-24.25,3.31,-5.06,17.52,138.99,-12.13,MIC Electronics Ltd,0.75,0.27,128.32,,0.00,-1.24,2.00,0.87,28.06, Industry: Electronics - Components,20.68,,1.89,16.52,3.00,,,0.59,3.41,,-138.93,7.78,0.09,-13.05,%,0.13,-155.46,-112,-34.70,1.05,Sector: Consumer Durables ,,5.79,41518,-2.90,-0.10
0.13,-3.81,18.70,-53.30,,-1.27,Brand Realty Services Ltd,58.00,3.24,0.00,0.33,0.00,-2.08,10.00,1.33,-0.83, Industry: Construction,19.29,,,17.40,3.00,,,-20.96,-435.00,3.10,-0.87,75.00,3.24,-13.11,-13.05,1.16,2.60,-11.01,-4.46,-31.04,Sector: Realty ,,75.00,,1.66,0.72
0.32,-9.62,0.10,8.58,19.77,-0.59,Blue Chip India Ltd,0.45,0.19,0.00,0.00,0.00,-0.07,2.00,1.00,0.01, Industry: Finance & Investments,25.64,,30.00,2.49,6.00,,,248.85,83.00,4.61,-0.13,11.25,0.19,-13.13,-13.13,0.00,-10.52,-13.13,-10.44,-65.54,Sector: Finance ,,11.25,,,0.00
0.04,-6.57,8.48,-45.98,1090,0.00,Oil Country Tubular Ltd,7.55,0.43,343.39,3.21,0.00,-18.06,10.00,4.21,37.74, Industry: Steel - Medium / Small,12.05,,0.11,33.44,6.00,,,0.89,1.32,0.89,-36.99,49.22,0.11,-13.20,-26.67,0.08,-6.73,-13.16,-8.66,-65.61,Sector: Steel ,,16.51,15481,8.20,-17.92
0.00,-5.13,28.83,-3.86,,0.00,Aruna Hotels Ltd,5.62,0.81,4.81,3.11,0.00,-15.69,10.00,4.11,-10.51, Industry: Hotels,38.65,,0.00,5.06,1.00,,,-0.48,,0.19,-8.83,52.74,0.81,-13.30,-16.87,,13.86,-9.97,-4.80,%,Sector: Hotels & Restaurants ,,52.74,166,-7.58,5.83
0.16,-5.61,20.13,-3.38,557.09,0.00,Tarapur Transformers Ltd,6.40,1.42,80.55,0.00,0.00,0.37,10.00,1.00,0.64, Industry: Electric Equipment,21.49,3.37,3.48,12.48,5.00,17.10,0.57,19.50,1.04,0.32,-11.12,44.63,1.42,-13.31,-25.22,1.93,19.75,-13.81,-6.02,-31.14,Sector: Capital Goods - Electrical Equipment ,17.10,1.47,1636,0.00,0.00
,,13.00,,,,Midvalley Entertainment Ltd,1.32,,,,0.00,,10.00,,, Industry: Entertainment / Electronic Media Software,,,,4.51,,,,,,,,,,-13.48,-13.68,,,,,%,Sector: Entertainment ,,,,,
0.00,-5.05,5.65,17.11,,0.04,Agio Paper & Industries Ltd,2.50,0.06,1468,1.52,0.00,-5.18,10.00,2.52,-0.76, Industry: Paper,8.05,,0.00,4.03,3.00,,,-5.30,,0.44,-1.92,63.56,0.02,-13.55,%,,-7.02,-5.31,-4.27,%,Sector: Paper ,,63.56,881,-14.48,-1.97
,,0.29,,,,Govind Rubber Ltd,2.17,,,,0.00,,10.00,,, Industry: Tyres,,,,4.74,,,,,,,,,,-13.69,-162,,,,,-31.00,Sector: Tyres ,,,,,
,,0.13,,,,Bisil Plast Ltd,0.22,,,,0.00,,1.00,,, Industry: Plastics Products,,,,1.19,,,,,,,,,,-13.70,-13.70,,,,,%,Sector: Plastic products ,,,,,
0.87,-8.08,2.06,32.61,-75.46,-6.86,Sumuka Agro Industries Ltd,15.35,0.28,188.67,0.54,0.00,-0.58,10.00,1.54,-0.20, Industry: Paper,8.05,,5.84,8.35,5.00,,,-41.45,5.80,7.46,-0.32,0.00,0.08,-14.00,-20.00,0.00,-4.32,-14.00,-7.69,161,Sector: Paper ,,0.00,1,-1.91,-0.14
0.03,-16.53,3.54,-30.17,,0.14,FGP Ltd,2.85,22.79,36.50,0.00,0.00,0.36,10.00,1.00,-0.72, Industry: Miscellaneous,12.11,7.37,,3.39,6.00,12.11,1.28,-4.71,28.25,0.81,-0.55,38.67,22.79,-14.05,-13.80,0.00,-7.69,-13.82,-16.46,9.14,Sector: Realty ,12.11,38.67,,0.00,0.00
0.00,-6.16,21.13,73.36,,0.00,Mukta Agriculture Ltd,10.00,0.62,29.75,0.00,0.00,-0.57,10.00,1.00,21.09, Industry: Miscellaneous,15.69,,,21.68,6.00,2168,,1.03,,0.47,-7.58,14.00,0.08,-14.12,-14.12,0.00,24.13,-14.12,-6.63,%,Sector: Miscellaneous ,2168,14.00,10,0.00,0.00
0.25,-18.67,-41.28,31.70,267.04,0.00,Ankit Metal & Power Ltd,0.45,0.53,759.80,,0.00,-6.54,10.00,-0.50,108.03, Industry: Steel - Sponge Iron,10.17,,0.35,6.35,6.00,,,0.06,0.02,,-181.28,71.02,0.19,-14.20,%,0.79,-724.03,-21.53,-24.73,-45.45,Sector: Steel ,,0.00,11931,11.55,-1.21
,,-76.13,,,,Shah Alloys Ltd,11.50,,,,0.00,,10.00,,, Industry: Steel - Medium / Small,,,,22.77,,,,,,,,,,-14.28,%,,,,,22.55,Sector: Steel ,3.03,,,,
,,0.94,,,,Maharashtra Corporation Ltd,0.22,,,,0.00,,1.00,,, Industry: Trading,,,,2.98,,,,,,,,,,-14.33,-14.34,,,,,%,Sector: Trading ,,,,,
,,-23.66,,,,Regency Ceramics Ltd,2.30,,,,0.00,,10.00,,, Industry: Ceramics - Tiles / Sanitaryware,,,,6.08,,,,,,,,,,-14.38,%,,,,,%,Sector: Ceramic Products ,,,,,
,,-5.70,,,,Ballarpur Industries Ltd,1.40,,,,0.00,,2.00,,, Industry: Paper,,,,181.08,,,,,,,,,,-14.40,%,,,,,-8.04,Sector: Paper ,,,,,
,,11.52,,,,Objectone Information Systems Ltd,1.88,,,,0.00,,10.00,,, Industry: Computers - Software - Medium / Small,,,,1.98,,,,,,,,,,-14.43,-18.29,,,,,-3.58,Sector: IT - Software ,4.83,,,,
2.58,-7.96,12.03,-9.71,89.57,0.00,Sarda Proteins Ltd,10.40,58.67,0.00,0.00,0.00,-0.71,10.00,1.00,0.48, Industry: Solvent Extraction,19.46,,7.64,1.79,6.00,,,3.68,0.25,0.86,-0.32,22.37,58.67,-14.66,-13.59,0.13,-0.44,-12.60,-7.18,4.02,Sector: Edible Oil ,,22.37,,-0.04,-0.02
1.40,-1.43,5.37,-8.43,143.09,0.00,Aunde Faze Three Autotab Ltd,17.05,1.12,20.64,11.90,0.00,-10.56,10.00,12.90,-1.46, Industry: Textiles - Processing,13.15,,5.01,18.28,5.00,,,-12.50,0.13,3.17,-18.26,74.74,0.77,-14.73,-69.46,0.28,-4.96,-19.08,-4.97,16.80,Sector: Textiles ,,74.74,311,56.02,-13.82
,,3.44,,,,Transgene Biotek Ltd,3.06,,,,0.00,,10.00,,, Industry: Healthcare,,,,23.19,,,,,,,,,,-14.75,-24.53,,,,,-26.32,Sector: Healthcare ,,,,,
,,7.56,,,,Jayshree Chemicals Ltd,6.90,,,,0.00,,10.00,,, Industry: Chlor Alkali / Soda Ash,,,,20.24,,,,,,,,,,-14.94,-17.28,,,,,-65.92,Sector: Chemicals ,,,,,
0.10,-6.81,-25.05,28.78,122.66,0.00,Euro Ceramics Ltd,1.40,0.24,393.53,,0.00,-8.98,10.00,0.64,7.22, Industry: Ceramics - Tiles / Sanitaryware,29.98,,0.69,4.72,4.00,,,0.65,0.23,,-37.35,10.50,0.18,-15.08,%,0.50,-118.20,-17.83,-6.93,-26.98,Sector: Ceramic Products ,,0.00,894,-0.88,-0.26
0.73,-15.62,9.08,-106,175.78,1.55,Envair Electrodyne Ltd,36.90,1.68,49.63,0.22,0.00,-10.28,10.00,1.22,-3.88, Industry: Engineering,14.28,,6.62,11.22,3.00,,,-2.85,3.31,4.07,-0.77,61.50,1.34,-15.55,-24.41,0.22,-0.28,-17.25,-16.96,-9.71,Sector: Capital Goods-Non Electrical Equipment ,,61.50,1001,-0.38,-2.18
0.43,-13.91,-106.58,12.18,266.00,0.00,Rohit Ferro Tech Ltd,0.60,0.31,88.92,,0.00,-24.47,10.00,-0.62,247.94, Industry: Mining / Minerals / Metals,5.86,,2.93,6.83,5.00,,,0.03,0.01,,-338.80,72.00,0.27,-15.82,%,0.59,-1327.04,-18.76,-17.99,-27.54,Sector: Mining & Mineral products ,,0.00,6683,15.37,-1.48
